feat	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
RAP1GAP2	0.0	4.0	13.0	0.0	0.0	0.0	4.0	8.0	4.0	0.0	0.0	8.0	0.0	8.0	17.0	0.0	0.0	0.0	0.0	0.0
RAP2B	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	13.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0
RAPGEF1	0.0	0.0	0.0	4.0	0.0	8.0	17.0	8.0	8.0	4.0	4.0	0.0	0.0	4.0	8.0	4.0	0.0	0.0	0.0	0.0
RAPGEF6	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	17.0	4.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
RASAL2	0.0	0.0	0.0	0.0	26.0	0.0	4.0	0.0	0.0	4.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RASGRF2	4.0	13.0	4.0	0.0	0.0	8.0	0.0	0.0	8.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	13.0
RBM12B	0.0	0.0	4.0	0.0	0.0	4.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RBM19	30.0	8.0	0.0	0.0	4.0	0.0	4.0	0.0	4.0	17.0	0.0	0.0	8.0	13.0	0.0	0.0	4.0	0.0	0.0	8.0
RBM26	4.0	0.0	0.0	8.0	13.0	0.0	8.0	8.0	13.0	0.0	0.0	8.0	0.0	8.0	0.0	0.0	4.0	0.0	8.0	0.0
RC3H1	13.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	4.0	4.0	4.0	8.0	4.0	0.0	8.0	0.0	0.0	0.0	4.0	13.0
RCAN3	13.0	0.0	13.0	13.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RCOR1	13.0	13.0	0.0	8.0	0.0	4.0	4.0	0.0	0.0	8.0	0.0	8.0	0.0	4.0	4.0	0.0	4.0	0.0	0.0	4.0
RELN	34.0	0.0	4.0	4.0	4.0	0.0	4.0	4.0	13.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
REST	13.0	8.0	0.0	0.0	4.0	8.0	21.0	0.0	0.0	17.0	4.0	0.0	13.0	0.0	4.0	4.0	0.0	0.0	8.0	4.0
REV1	4.0	13.0	8.0	0.0	0.0	0.0	4.0	4.0	0.0	8.0	4.0	4.0	0.0	8.0	4.0	0.0	4.0	0.0	21.0	17.0
REV3L	8.0	4.0	0.0	0.0	0.0	8.0	4.0	21.0	0.0	0.0	0.0	0.0	26.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
RFX5	8.0	4.0	0.0	13.0	8.0	0.0	26.0	4.0	0.0	13.0	4.0	26.0	4.0	4.0	0.0	4.0	4.0	0.0	13.0	0.0
RFX7	4.0	0.0	0.0	26.0	8.0	0.0	8.0	13.0	0.0	8.0	0.0	8.0	8.0	0.0	4.0	0.0	4.0	8.0	0.0	0.0
RHOBTB1	0.0	0.0	13.0	17.0	0.0	4.0	0.0	0.0	21.0	34.0	8.0	4.0	0.0	0.0	4.0	0.0	0.0	13.0	4.0	0.0
RHOBTB2	0.0	4.0	13.0	4.0	0.0	13.0	4.0	4.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
RIPK1	0.0	4.0	4.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	13.0	0.0	0.0	4.0	21.0	0.0	0.0
RMND5A	17.0	0.0	4.0	8.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0	21.0	8.0	0.0
RNASEL	21.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
RNF123	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	8.0	13.0	4.0	0.0	0.0	0.0	0.0	4.0
RNF169	0.0	4.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	13.0	0.0	0.0	4.0	0.0	0.0
RNF213	4.0	4.0	4.0	13.0	21.0	4.0	17.0	0.0	0.0	0.0	4.0	4.0	0.0	8.0	4.0	4.0	4.0	0.0	0.0	8.0
RNMT	0.0	0.0	4.0	4.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0	0.0	13.0	8.0	0.0	4.0	0.0	4.0	4.0	0.0
ROCK2	4.0	4.0	30.0	0.0	8.0	13.0	0.0	0.0	0.0	17.0	30.0	8.0	0.0	13.0	4.0	4.0	17.0	0.0	8.0	4.0
RP11-121C2.2	0.0	0.0	0.0	13.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0
RP11-159D12.9	8.0	0.0	0.0	8.0	0.0	4.0	4.0	0.0	17.0	0.0	13.0	4.0	0.0	0.0	34.0	0.0	4.0	4.0	13.0	4.0
RP11-18F14.2	0.0	4.0	0.0	8.0	4.0	0.0	4.0	0.0	4.0	8.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	17.0
RP11-350F4.2	0.0	0.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0
RP11-473I1.10	8.0	4.0	4.0	4.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	8.0	8.0	4.0	0.0	4.0	0.0	30.0	4.0
RP11-496N12.9	17.0	0.0	8.0	4.0	8.0	0.0	0.0	0.0	4.0	39.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0
RP11-566E18.3	4.0	0.0	4.0	0.0	0.0	13.0	17.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
RP11-958N24.2	8.0	4.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
RPAP1	17.0	21.0	0.0	0.0	0.0	8.0	0.0	0.0	13.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0
RPRD1B	4.0	4.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	8.0	0.0
RRP12	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	8.0
RUNX2	8.0	8.0	21.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	21.0	8.0	4.0
RWDD2A	0.0	0.0	0.0	0.0	8.0	17.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	8.0
RYBP	13.0	0.0	0.0	4.0	0.0	30.0	4.0	8.0	13.0	34.0	0.0	0.0	0.0	0.0	13.0	0.0	4.0	8.0	4.0	0.0
SACS	0.0	0.0	8.0	8.0	8.0	0.0	0.0	4.0	0.0	8.0	4.0	0.0	4.0	0.0	4.0	4.0	8.0	0.0	4.0	0.0
SALL2	0.0	0.0	0.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0
SAMD9L	0.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	17.0	0.0	8.0	0.0
SBNO1	17.0	0.0	4.0	26.0	0.0	17.0	17.0	4.0	0.0	8.0	8.0	4.0	13.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0
SCAF8	0.0	4.0	0.0	30.0	0.0	13.0	0.0	4.0	0.0	0.0	13.0	0.0	13.0	8.0	0.0	8.0	0.0	0.0	13.0	0.0
SCAP	4.0	0.0	0.0	21.0	0.0	0.0	4.0	0.0	0.0	26.0	4.0	8.0	8.0	4.0	8.0	17.0	30.0	0.0	0.0	8.0
SCN3A	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
SCUBE3	4.0	0.0	0.0	26.0	0.0	0.0	4.0	8.0	13.0	4.0	8.0	0.0	30.0	4.0	4.0	0.0	21.0	0.0	30.0	4.0
SEC16A	4.0	4.0	17.0	0.0	0.0	4.0	21.0	4.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	13.0	8.0
SEC24B	8.0	0.0	8.0	0.0	0.0	8.0	4.0	0.0	13.0	0.0	0.0	0.0	4.0	17.0	0.0	0.0	4.0	4.0	0.0	4.0
SEMA4F	0.0	13.0	0.0	8.0	13.0	0.0	17.0	17.0	0.0	8.0	0.0	0.0	21.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0
SEMA5A	13.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	0.0	13.0	21.0	0.0	0.0	0.0	8.0	0.0
SEMA6D	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
SENP1	0.0	4.0	0.0	0.0	0.0	4.0	4.0	0.0	4.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0
SENP5	21.0	8.0	8.0	26.0	4.0	0.0	13.0	8.0	0.0	0.0	0.0	8.0	0.0	0.0	17.0	4.0	0.0	4.0	39.0	4.0
SERAC1	0.0	0.0	4.0	13.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
SERTAD2	8.0	4.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	8.0	0.0	4.0	0.0	8.0	0.0
SESN2	4.0	13.0	0.0	0.0	13.0	4.0	4.0	0.0	0.0	4.0	4.0	0.0	26.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0
SETD2	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	8.0	8.0	4.0	0.0	4.0	4.0	4.0	8.0	4.0	0.0
SFXN5	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0
SH2D5	0.0	0.0	0.0	0.0	4.0	4.0	4.0	0.0	4.0	0.0	4.0	4.0	0.0	4.0	0.0	4.0	0.0	0.0	4.0	13.0
SH3BGRL2	0.0	0.0	0.0	0.0	13.0	4.0	13.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	21.0	8.0	0.0	0.0	0.0	0.0
SHC4	4.0	4.0	13.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	8.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SHROOM2	0.0	4.0	0.0	4.0	4.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	17.0	4.0	0.0	0.0	0.0	0.0	4.0
SIDT2	0.0	0.0	8.0	0.0	13.0	17.0	21.0	4.0	26.0	17.0	0.0	13.0	4.0	0.0	0.0	0.0	21.0	17.0	0.0	0.0
SIN3A	17.0	0.0	8.0	0.0	4.0	4.0	4.0	0.0	0.0	13.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0	8.0	0.0	0.0
SIN3B	21.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIPA1L2	0.0	0.0	4.0	0.0	0.0	0.0	4.0	4.0	0.0	4.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	8.0
SIPA1L3	4.0	8.0	0.0	0.0	13.0	21.0	13.0	0.0	34.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0
SIRT1	0.0	4.0	8.0	4.0	8.0	4.0	0.0	0.0	0.0	4.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0
SKIV2L	0.0	13.0	0.0	4.0	8.0	4.0	13.0	17.0	8.0	13.0	0.0	4.0	17.0	8.0	4.0	0.0	13.0	4.0	26.0	4.0
SLC12A2	4.0	8.0	0.0	0.0	4.0	4.0	4.0	8.0	4.0	4.0	13.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0
SLC12A6	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
SLC12A7	8.0	4.0	0.0	21.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
SLC18A2	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
SLC1A1	0.0	8.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	17.0	0.0	8.0	13.0	0.0
SLC1A4	4.0	0.0	4.0	0.0	0.0	8.0	4.0	4.0	0.0	0.0	4.0	0.0	8.0	0.0	8.0	0.0	0.0	0.0	4.0	21.0
SLC24A1	0.0	0.0	0.0	0.0	0.0	4.0	13.0	4.0	0.0	0.0	0.0	0.0	4.0	8.0	0.0	4.0	4.0	0.0	0.0	0.0
SLC25A44	4.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	4.0	0.0	4.0	0.0	8.0	4.0
SLC2A12	0.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
SLC30A1	0.0	13.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	8.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC30A4	0.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	13.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0	0.0
SLC35B4	0.0	0.0	0.0	4.0	0.0	4.0	4.0	0.0	0.0	4.0	0.0	4.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC41A2	4.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	8.0	0.0	0.0	4.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
SLC4A8	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
SLC5A3	0.0	0.0	0.0	21.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	13.0	4.0	0.0
SLC7A11	8.0	17.0	0.0	8.0	26.0	17.0	4.0	0.0	0.0	26.0	4.0	0.0	100.0	0.0	4.0	8.0	8.0	0.0	34.0	4.0
SLC7A6OS	0.0	13.0	8.0	0.0	8.0	0.0	17.0	17.0	0.0	4.0	13.0	0.0	4.0	17.0	0.0	4.0	17.0	0.0	0.0	0.0
SLC9A5	0.0	4.0	0.0	4.0	0.0	13.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	8.0	0.0	4.0	0.0
SLC9A6	4.0	13.0	8.0	0.0	0.0	0.0	34.0	0.0	13.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	8.0
SMAD9	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	13.0	0.0	4.0	4.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	8.0
SMARCC2	0.0	13.0	4.0	56.0	8.0	17.0	0.0	13.0	13.0	13.0	4.0	4.0	13.0	0.0	0.0	4.0	4.0	0.0	21.0	0.0
SMC6	21.0	0.0	0.0	4.0	8.0	0.0	13.0	0.0	0.0	0.0	4.0	4.0	13.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0
SMCR7L	0.0	0.0	0.0	0.0	8.0	0.0	0.0	13.0	8.0	17.0	8.0	0.0	26.0	0.0	4.0	0.0	13.0	4.0	4.0	0.0
SMCR8	0.0	4.0	8.0	0.0	26.0	8.0	13.0	8.0	0.0	4.0	0.0	13.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
SMG1	17.0	8.0	4.0	8.0	17.0	0.0	0.0	0.0	0.0	8.0	4.0	4.0	21.0	0.0	21.0	0.0	8.0	0.0	0.0	0.0
SMIM13	8.0	13.0	0.0	4.0	17.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	4.0	21.0	0.0	0.0	0.0	0.0	4.0	4.0
SMO	0.0	0.0	4.0	13.0	0.0	0.0	0.0	4.0	4.0	0.0	13.0	0.0	8.0	0.0	0.0	4.0	21.0	0.0	4.0	0.0
SMURF1	0.0	4.0	0.0	13.0	0.0	17.0	13.0	17.0	0.0	30.0	8.0	0.0	39.0	13.0	0.0	0.0	13.0	0.0	4.0	8.0
SNIP1	13.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	8.0	0.0	13.0	8.0	4.0	4.0
SNPH	4.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	13.0	0.0	4.0	0.0	0.0	4.0	13.0	4.0
SNX30	0.0	8.0	8.0	13.0	8.0	8.0	0.0	0.0	17.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
SOCS4	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	8.0	4.0
SOGA1	4.0	8.0	0.0	0.0	8.0	4.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0
SON	0.0	26.0	4.0	8.0	56.0	4.0	39.0	13.0	4.0	43.0	0.0	13.0	13.0	0.0	26.0	0.0	13.0	0.0	13.0	8.0
SOWAHC	0.0	17.0	4.0	0.0	13.0	4.0	4.0	0.0	0.0	0.0	8.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SOX11	4.0	4.0	4.0	0.0	4.0	8.0	0.0	4.0	0.0	17.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	4.0	13.0
SP4	0.0	4.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	4.0	0.0
SPAST	4.0	13.0	0.0	13.0	0.0	8.0	8.0	0.0	0.0	0.0	4.0	4.0	8.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0
SPICE1	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0
SPRED2	0.0	0.0	26.0	4.0	0.0	8.0	17.0	0.0	0.0	0.0	0.0	4.0	17.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
SPRY4	0.0	0.0	17.0	4.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	4.0	0.0
SPTAN1	26.0	30.0	13.0	39.0	34.0	30.0	8.0	17.0	30.0	21.0	34.0	43.0	34.0	0.0	26.0	0.0	43.0	13.0	30.0	4.0
SPTBN1	30.0	30.0	17.0	13.0	13.0	34.0	13.0	13.0	26.0	26.0	8.0	4.0	26.0	4.0	21.0	0.0	13.0	0.0	30.0	0.0
SRGAP1	0.0	0.0	8.0	13.0	0.0	8.0	0.0	0.0	0.0	13.0	0.0	0.0	61.0	13.0	4.0	8.0	4.0	8.0	13.0	0.0
SSH1	0.0	0.0	8.0	4.0	0.0	13.0	21.0	8.0	0.0	8.0	4.0	4.0	17.0	4.0	4.0	0.0	4.0	4.0	4.0	0.0
SSH2	4.0	4.0	4.0	13.0	0.0	17.0	0.0	0.0	0.0	4.0	0.0	8.0	8.0	13.0	0.0	4.0	4.0	0.0	0.0	8.0
ST3GAL2	4.0	0.0	0.0	0.0	8.0	0.0	13.0	4.0	4.0	0.0	4.0	0.0	0.0	8.0	13.0	0.0	13.0	0.0	4.0	0.0
STARD9	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0	4.0	0.0
STAT5B	0.0	4.0	0.0	4.0	13.0	0.0	4.0	4.0	4.0	4.0	0.0	4.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
STK10	8.0	8.0	0.0	21.0	4.0	8.0	0.0	0.0	13.0	0.0	4.0	0.0	4.0	0.0	17.0	0.0	13.0	0.0	8.0	0.0
STXBP1	8.0	0.0	0.0	17.0	13.0	0.0	8.0	0.0	4.0	8.0	0.0	0.0	8.0	4.0	13.0	0.0	26.0	0.0	17.0	8.0
STYX	0.0	0.0	4.0	0.0	8.0	0.0	0.0	4.0	0.0	4.0	21.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	17.0	0.0
SUGP2	0.0	8.0	17.0	17.0	0.0	13.0	8.0	0.0	13.0	8.0	0.0	4.0	0.0	8.0	17.0	0.0	34.0	4.0	4.0	4.0
SUSD5	0.0	0.0	0.0	0.0	8.0	8.0	4.0	0.0	0.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SV2A	0.0	13.0	0.0	0.0	8.0	0.0	4.0	4.0	8.0	0.0	0.0	8.0	4.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0
SVEP1	13.0	4.0	4.0	0.0	4.0	8.0	13.0	8.0	4.0	0.0	0.0	13.0	0.0	0.0	0.0	4.0	0.0	0.0	13.0	4.0
SWT1	21.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	13.0	4.0	0.0	8.0	4.0	0.0	0.0	0.0	4.0
SYNJ2	0.0	0.0	0.0	0.0	0.0	26.0	4.0	13.0	0.0	0.0	4.0	0.0	0.0	8.0	13.0	4.0	0.0	0.0	4.0	0.0
SYT1	4.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0	4.0	0.0	4.0	0.0	8.0	8.0	0.0	0.0
SYTL4	0.0	8.0	4.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
TAB3	0.0	0.0	8.0	4.0	13.0	0.0	0.0	8.0	8.0	4.0	4.0	0.0	0.0	17.0	0.0	4.0	4.0	0.0	8.0	4.0
TADA2B	0.0	0.0	8.0	30.0	30.0	0.0	4.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAF2	0.0	8.0	13.0	0.0	4.0	4.0	4.0	4.0	0.0	17.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0
TANGO6	4.0	4.0	0.0	0.0	8.0	0.0	4.0	4.0	4.0	13.0	0.0	0.0	0.0	0.0	13.0	0.0	4.0	0.0	0.0	4.0
TARBP1	8.0	4.0	0.0	0.0	0.0	4.0	0.0	4.0	13.0	8.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	8.0	0.0	4.0
TARSL2	0.0	4.0	8.0	0.0	0.0	4.0	4.0	0.0	0.0	30.0	0.0	0.0	8.0	0.0	8.0	0.0	4.0	4.0	4.0	0.0
TBC1D12	4.0	0.0	4.0	0.0	4.0	0.0	0.0	4.0	8.0	4.0	0.0	0.0	13.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
TBC1D13	0.0	0.0	0.0	4.0	4.0	0.0	17.0	0.0	0.0	4.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
TBC1D16	0.0	13.0	0.0	13.0	0.0	34.0	4.0	0.0	0.0	8.0	4.0	0.0	17.0	0.0	4.0	0.0	8.0	8.0	4.0	0.0
TBC1D22B	8.0	0.0	34.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TBC1D8B	4.0	0.0	0.0	4.0	0.0	0.0	8.0	4.0	0.0	26.0	13.0	0.0	8.0	0.0	4.0	4.0	8.0	0.0	0.0	0.0
TBC1D9	0.0	4.0	0.0	17.0	0.0	0.0	17.0	0.0	0.0	4.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0
TBCD	8.0	8.0	4.0	4.0	4.0	4.0	0.0	0.0	13.0	0.0	8.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0
TCEANC2	0.0	4.0	0.0	17.0	4.0	8.0	8.0	4.0	8.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0
TCEB3	0.0	21.0	4.0	4.0	0.0	8.0	30.0	8.0	13.0	0.0	0.0	34.0	4.0	4.0	17.0	4.0	0.0	0.0	4.0	4.0
TCF20	21.0	21.0	0.0	13.0	13.0	0.0	4.0	0.0	4.0	4.0	4.0	4.0	0.0	4.0	0.0	0.0	13.0	0.0	0.0	0.0
TCOF1	13.0	8.0	8.0	0.0	0.0	0.0	4.0	0.0	4.0	8.0	0.0	13.0	26.0	0.0	4.0	0.0	8.0	0.0	0.0	4.0
TDRD7	0.0	13.0	0.0	0.0	4.0	21.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TECPR2	0.0	17.0	4.0	4.0	0.0	13.0	0.0	0.0	13.0	0.0	4.0	4.0	8.0	0.0	4.0	8.0	0.0	4.0	0.0	0.0
TEX2	0.0	4.0	4.0	13.0	0.0	4.0	4.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	13.0	0.0	8.0	8.0	0.0	0.0
TGS1	0.0	13.0	4.0	4.0	0.0	0.0	4.0	4.0	0.0	4.0	0.0	0.0	17.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0
THADA	0.0	4.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	13.0	0.0
THSD4	13.0	8.0	13.0	4.0	0.0	0.0	13.0	8.0	4.0	39.0	26.0	8.0	21.0	4.0	34.0	8.0	0.0	8.0	21.0	8.0
TICRR	4.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	4.0	0.0	0.0	17.0	0.0
TIMELESS	26.0	4.0	0.0	17.0	8.0	0.0	4.0	4.0	4.0	4.0	0.0	8.0	13.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0
TJP2	0.0	26.0	0.0	13.0	0.0	8.0	4.0	0.0	0.0	13.0	4.0	0.0	0.0	4.0	4.0	4.0	4.0	0.0	4.0	4.0
TMED8	0.0	13.0	0.0	4.0	4.0	0.0	8.0	4.0	4.0	0.0	0.0	0.0	0.0	8.0	8.0	0.0	0.0	4.0	0.0	0.0
TMEM104	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0
